date,sales,onpromotion,oil_price,holiday,diff,Train_Forecast
2014-01-04,936628.8866039,0,93.52496213183731,0,379676.58062490006,702846.6372344056
2014-01-05,949618.78894,0,93.2550378681627,0,449899.2840163,855275.7670922489
2014-01-06,602268.564009,0,93.12,0,-32866.171842499985,483849.86094902176
2014-01-07,563450.5988595,0,93.31,0,56185.93581200001,418551.9840344236
2014-01-08,636176.853478,0,91.9,0,627574.788074,563770.8333677145
2014-01-09,496377.933414,0,91.36,0,-304633.29262699996,529727.7265465719
2014-01-10,543055.329066,0,92.39,0,-137617.51653700008,678653.957157823
2014-01-11,787321.455619,0,92.15493408134643,0,-149307.43098489998,778211.4549823048
2014-01-12,844633.598917,0,91.68506591865358,0,-104985.190023,750307.3599636008
2014-01-13,555547.0150185,0,91.45,0,-46721.54899049993,508399.70336158393
2014-01-14,502643.104285,0,92.15,0,-60807.494574500015,473251.4651417758
2014-01-15,567067.469069,0,93.78,0,-69109.38440900005,535427.6407167271
2014-01-16,502789.214207,0,93.54,0,6411.280792999954,529066.0476301067
2014-01-17,542937.915657,0,93.96,0,-117.41340899991337,684581.3647001176
2014-01-18,786779.8899055,0,94.05170095380588,0,-541.565713500022,766961.3940443695
2014-01-19,851735.334091,0,94.235,0,7101.73517400003,708837.3603297975
2014-01-20,575850.061871,0,94.41829904619414,0,20303.046852499945,486871.59333478654
2014-01-21,538817.207912,0,94.51,0,36174.103627000004,464673.33187964273
2014-01-22,553097.596874,0,96.35,0,-13969.872194999945,494181.0175625369
2014-01-23,460789.0398597,0,97.23,0,-42000.174347299966,517387.1008230852
2014-01-24,526124.572256,0,96.66,0,-16813.34340100002,708926.1749831676
2014-01-25,733880.979053,0,96.44994109396913,0,-52898.910852500005,745828.4411392385
2014-01-26,814057.732862,0,96.03005890603086,0,-37677.60122900002,583336.4294578494
2014-01-27,540798.833711,0,95.82,0,-35051.22815999994,418930.2284827616
2014-01-28,481593.435798,0,97.49,0,-57223.77211399999,427169.8572007789
2014-01-29,512853.989922,0,97.34,0,-40243.60695200006,450838.5972882619
2014-01-30,453642.9707033,0,98.25,0,-7146.069156400044,461748.43356646196
2014-01-31,560816.192394,0,97.55,0,34691.620138,591055.2557587612
2014-02-01,648870.19898,0,97.2724221598878,0,-85010.780073,624747.7924203915
2014-02-02,619805.537102,0,96.7175778401122,0,-194252.19576000003,484148.38118455076
2014-02-03,461637.5229585,0,96.44,0,-79161.31075250002,385005.0902366606
2014-02-04,403189.5869763,0,97.24,0,-78403.84882170003,377521.9505366425
2014-02-05,399138.3059075,0,97.4,0,-113715.6840145,408741.7593830556
2014-02-06,359139.101529,0,97.84,0,-94503.8691743,432718.054337221
2014-02-07,389471.568011,0,99.98,0,-171344.62438300002,561041.9688316775
2014-02-08,530128.059914,0,100.01500981767181,0,-118742.139066,594826.7959605627
2014-02-09,520753.7470746,0,100.0849901823282,0,-99051.79002739995,497920.3826539989
2014-02-10,396622.737011,0,100.12,0,-65014.78594750003,393094.50706307957
2014-02-11,358382.7339877,0,99.96,0,-44806.852988599974,388766.82137465384
2014-02-12,387758.393971,0,100.38,0,-11379.911936499993,375056.9552001882
2014-02-13,347373.2985675,0,100.27,0,-11765.802961499954,405482.60786897753
2014-02-14,361206.4069057,0,100.31,0,-28265.16110530001,556967.3044374133
2014-02-15,538893.357859,0,100.68180568543109,0,8765.297944999998,609570.488081091
2014-02-16,595300.23508,0,101.425,0,74546.4880054,439322.7662745495
2014-02-17,412029.2879535,0,102.16819431456894,0,15406.550942500005,371153.0107198714
2014-02-18,365331.247942,0,102.54,0,6948.513954299968,364091.5475794589
2014-02-19,360161.6390075,0,103.46,0,-27596.75496349996,379953.1197388676
2014-02-20,322451.9201135,0,103.2,0,-24921.37845400005,391197.26357351476
2014-02-21,369403.653633,0,102.53,0,8197.246727299993,580089.9169475557
2014-02-22,538206.082827,0,102.69004488078542,0,-687.2750320000341,795848.5964120073
2014-02-23,487896.463891,0,103.00995511921458,0,-107403.77118899999,586833.8453837483
2014-02-24,404224.188997,0,103.17,0,-7805.098956500005,542124.0726399211
2014-02-25,351418.110084,0,102.2,0,-13913.137858000002,488359.66432519787
2014-02-26,353604.266985,0,102.93,0,-6557.372022500029,602724.4657645242
2014-02-27,330330.185244,0,102.68,0,7878.265130500018,598250.0417224418
2014-02-28,425624.795466,0,102.88,0,56221.141833,803797.9869471753
2014-03-01,911360.2578707,0,103.49517251051893,0,373154.17504370003,672563.0238096998
2014-03-02,667413.052988,0,104.72482748948107,1,179516.58909699996,669522.0461672428
2014-03-03,613973.031386,0,105.34,1,209748.842389,583347.491929911
2014-03-04,748930.902096,0,103.64,1,397512.79201200005,613512.0912894636
2014-03-05,741756.416525,0,101.75,0,388152.14954,470034.99624033074
2014-03-06,614082.444339,0,101.82,0,283752.25909500004,529924.7021689459
2014-03-07,598242.341178,0,102.82,0,172617.545712,738576.0427142654
2014-03-08,753345.259201,0,102.4623997194951,0,-158014.9986697,742785.4234404542
2014-03-09,916117.649984,0,101.74760028050491,0,248704.59699600004,662582.9983965792
2014-03-10,587414.828974,0,101.39,0,-26558.202412000042,559724.238390827
2014-03-11,539365.375063,0,100.29,0,-209565.52703300002,559433.5702293083
2014-03-12,575676.797032,0,98.29,0,-166079.61949299998,487170.24418497377
2014-03-13,473298.042544,0,98.57,0,-140784.401795,542269.8232330857
2014-03-14,530515.2554715,0,99.23,0,-67727.08570649999,749082.5485054408
2014-03-15,731049.789851,0,99.02994389901824,0,-22295.46935000003,814214.38210194
2014-03-16,929808.492772,0,98.63005610098178,0,13690.842788000009,615570.408214736
2014-03-17,612719.522118,0,98.43,0,25304.69314400002,537748.5239706864
2014-03-18,537427.86875,0,100.08,0,-1937.5063129999908,554535.9858320933
2014-03-19,585974.657018,0,100.71,0,10297.859985999996,496457.08642606664
2014-03-20,500897.112641,0,99.68,0,27599.07009699999,528292.5364246323
2014-03-21,548811.469984,0,99.97,0,18296.21451249998,744291.0208327493
2014-03-22,771704.933772,0,99.99000561009818,0,40655.14392100007,826786.4122100766
2014-03-23,838814.636064,0,100.02999438990182,0,-90993.85670800006,627582.9320845705
2014-03-24,571762.044919,0,100.05,0,-40957.47719899996,650920.2330057895
2014-03-25,539861.6183493,0,99.66,0,2433.7495992999757,521970.7680297625
2014-03-26,569680.543547,0,100.61,0,-16294.11347099999,445732.6141595283
2014-03-27,468581.39830400003,0,101.25,0,-32315.714336999983,464195.95346221374
2014-03-28,538905.781947,0,101.73,0,-9905.688037000014,731254.7622201416
2014-03-29,822333.142686,0,101.68998877980366,0,50628.20891399996,741561.334350018
2014-03-30,873958.8396415,0,101.61001122019636,0,35144.20357750007,511020.092652024
2014-03-31,651800.509461,0,101.57,0,80038.46454199997,393289.61625460134
2014-04-01,485079.887001,8,99.69,1,-54781.7313483,441965.90408189676
2014-04-02,463917.316107,4,99.6,0,-105763.22744000005,379019.0863264168
2014-04-03,388867.961418,120,100.29,0,-79713.43688600004,431257.13952116546
2014-04-04,422578.745073,5,101.16,0,-116327.03687399992,695631.2965399926
2014-04-05,617680.194045,7,100.97744880785413,0,-204652.94864099997,630641.7160920416
2014-04-06,631888.250898,7,100.61255119214587,0,-242070.58874350006,481932.4564928618
2014-04-07,426091.1040178,3,100.43,0,-225709.40544319997,336570.77390780626
2014-04-08,376663.272105,8,102.57,0,-108416.61489600001,428328.114865153
2014-04-09,375309.08201199997,4,103.55,0,-88608.23409500002,387908.2495082015
2014-04-10,334052.7571255,119,103.37,0,-54815.204292499984,508735.5248592905
2014-04-11,379646.845927,14,103.68,0,-42931.89914600004,573343.1835494284
2014-04-12,529919.922964,10,103.77252594670408,1,-87760.27108099998,612601.7068400863
2014-04-13,540190.281942,16,103.95747405329594,0,-91697.96895599994,442233.51552956295
2014-04-14,381386.309033,8,104.05,1,-44704.794984799984,380580.88726543385
2014-04-15,364689.054991,45,103.7,0,-11974.217114,426977.51588004606
2014-04-16,411357.084985,45,103.71,0,36048.00297300005,395095.8081711911
2014-04-17,397464.842904,455,104.33,0,63412.08577850001,379748.61404320906
2014-04-18,394392.184115,37,104.3333345801384,1,14745.338188000023,565268.8100369093
2014-04-19,496904.749136,36,104.34,0,-33015.17382800003,600383.7275246456
2014-04-20,520126.3980386,56,104.3466654198616,0,-20063.88390340004,410722.17694084917
2014-04-21,398677.396998,28,104.35,1,17291.087964999955,375172.50445993507
2014-04-22,370552.249018,49,101.69,0,5863.1940269999905,409318.10179181537
2014-04-23,372232.595049,58,101.47,0,-39124.48993600003,426262.73859675037
2014-04-24,320875.477858,460,102.2,0,-76589.36504599999,445400.38235351344
2014-04-25,357173.708433,22,100.85,0,-37218.47568199999,613258.6922673988
2014-04-26,497334.735036,39,100.92001963534362,0,429.9859000000288,668577.8495171522
2014-04-27,560508.420995,52,101.05998036465638,0,40382.02295640006,435620.1583387728
2014-04-28,362271.9169815,65,101.13,0,-36405.48001649999,416471.6214490062
2014-04-29,326338.348031,73,101.56,0,-44213.90098699997,420696.0187139735
2014-04-30,357079.964912,86,100.07,0,-15152.630137,426658.1178522167
2014-05-01,530380.848064,547,99.69,1,209505.370206,411014.44865401415
2014-05-02,443284.891212,215,100.09,0,86111.18277899997,640051.6326834706
2014-05-03,610391.748971,72,100.00247545582049,0,113057.01393499994,665776.5961396875
2014-05-04,646164.863883,58,99.82752454417951,0,85656.44288799993,401497.29128680914
2014-05-05,427601.704071,67,99.74,0,65329.787089499994,326390.6649896844
2014-05-06,388945.890086,84,99.81,0,62607.54205500003,381254.69813436567
2014-05-07,391932.183945,71,101.06,0,34852.219033,397489.08725597727
2014-05-08,337483.713217,472,100.52,0,-192897.134847,426803.91845374816
2014-05-09,381335.196055,218,100.32,0,-61949.69515699998,529826.6271324832
2014-05-10,577012.026997,61,100.46253997194951,1,-33379.721973999985,546525.2037097682
2014-05-11,454512.928937,59,100.7474600280505,1,-191651.934946,427835.4138747173
2014-05-12,398251.889006,61,100.89,1,-29349.815064999973,410321.4625161112
2014-05-13,360734.522978,65,102.01,0,-28211.367108000035,399987.07693756575
2014-05-14,356373.806985,151,102.63,0,-35558.37696000002,394558.3704153596
2014-05-15,332272.8296378,534,101.74,0,-5210.883579200017,399015.65391478245
2014-05-16,380822.742652,1188,102.31,0,-512.4534030000214,586898.1643736247
2014-05-17,537873.964019,129,102.47004488078541,0,-39138.06297800003,544307.9854790492
2014-05-18,634519.7368283,139,102.7899551192146,0,180006.80789130006,399275.4530708891
2014-05-19,388814.744958,110,102.95,0,-9437.144047999987,358389.68657697545
2014-05-20,354372.33997,157,102.8,0,-6362.183008000022,380605.3147244103
2014-05-21,356898.483031,191,104.31,0,524.6760460000369,370928.83861472073
2014-05-22,310660.142642,1561,104.03,0,-21612.686995800002,383420.07242295664
2014-05-23,349549.892726,1274,105.01,0,-31272.849925999995,522863.5013023162
2014-05-24,516627.261707,220,104.97165232840847,1,-21246.70231199992,616862.5321330784
2014-05-25,573412.21016,218,104.89500000000001,0,-61107.52666830004,482117.5367275487
2014-05-26,373831.086112,188,104.81834767159155,0,-14983.658846000035,449399.07115117024
2014-05-27,327642.143098,196,104.78,0,-26730.196872,434535.4779168318
2014-05-28,338481.784057,192,103.37,0,-18416.698974,415410.98420865944
2014-05-29,326624.5773325,1586,104.26,0,15964.434690500028,419700.60702283063
2014-05-30,375782.6398709,1224,103.4,0,26232.74714490003,561577.1800018974
2014-05-31,597192.467989,267,103.31747685834502,0,80565.206282,646852.5616371238
2014-06-01,742732.830236,123,103.15252314165498,0,169320.620076,444738.8436819513
2014-06-02,512725.7729758,195,103.07,0,138894.6868638,389632.9077296297
2014-06-03,443636.187975,213,103.34,0,115994.04487700004,380592.3273903199
2014-06-04,423284.494993,236,103.27,0,84802.71093599999,450528.2988686962
2014-06-05,359474.513823,1616,103.17,0,32849.9364905,349630.0297634962
2014-06-06,391266.125449,1264,103.32,0,15483.485578099964,544167.9323772194
2014-06-07,557142.461024,197,103.76262412342216,0,-40050.006965000066,705835.4742358236
2014-06-08,626026.956957,215,104.64737587657784,0,-116705.87327900005,351157.26308667345
2014-06-09,415798.946041,199,105.09,0,-96926.82693479996,369607.7721087099
2014-06-10,351689.4229725,199,105.02,0,-91946.76500250003,362057.6341064595
2014-06-11,373828.16418,258,105.04,0,-49456.33081299998,425578.1355664752
2014-06-12,329408.06736,1979,107.2,1,-30066.44646300003,453975.82743733504
2014-06-13,392308.374573,1335,107.49,0,1042.2491240000236,526929.9408371456
2014-06-14,622072.988944,278,107.4975021037868,0,64930.52792000002,528067.5978320412
2014-06-15,441279.9339945,250,107.51249789621318,1,-184747.02296249993,492026.633221957
2014-06-16,447450.23987,338,107.52,0,31651.293828999973,375713.5065340019
2014-06-17,380396.036044,380,106.95,0,28706.613071500033,489984.543292377
2014-06-18,373408.6641423,425,106.64,0,-419.500037699996,726925.9523291239
2014-06-19,332280.93509600003,2359,107.08,0,2872.867736000044,543547.1051758048
2014-06-20,369206.789547,1933,107.95,1,-23101.585025999986,704402.6791982105
2014-06-21,538613.855166,308,107.66992145862552,0,-83459.13377800002,431206.85394758976
2014-06-22,591184.1240535,360,107.11007854137446,0,149904.190059,526113.8186441404
2014-06-23,414929.6359765,237,106.83,1,-32520.603893499996,511972.2363538318
2014-06-24,340464.7450455,266,106.64,0,-39931.290998500015,987766.5628335148
2014-06-25,1421369.592068,1416,107.04,1,1047960.9279257,546853.241153376
2014-06-26,315798.180924,2168,106.49,0,-16482.754172000044,808450.2898391928
2014-06-27,370793.573429,2732,106.46,0,1586.7838819999597,627283.6392800957
2014-06-28,510870.81398,425,106.36247265077138,1,-27743.041185999988,812315.9779072661
2014-06-29,567218.8850125,302,106.16752734922859,1,-23965.239041000023,462640.37041759136
2014-06-30,429324.0552005,352,106.07,1,14394.419224000012,816904.5414373472
2014-07-01,720480.616788,2320,106.06,1,380015.8717425,887622.2451570996
2014-07-02,747430.1471275,4310,105.18,0,-673939.4449405,441461.97185419814
2014-07-03,1167689.4415844,4766,104.76,1,851891.2606603999,484140.0896262586
2014-07-04,595424.31324,4056,104.66496446605574,1,224630.73981100006,690859.791943414
2014-07-05,817307.1101677,610,104.47500000000001,1,306436.2961877,822920.2779283933
2014-07-06,918276.596259,583,104.28503553394427,0,351057.7112465,520506.8594289962
2014-07-07,638526.428909,492,104.19,0,209202.3737085,551067.4054600265
2014-07-08,557291.4975265,2183,104.06,1,-163189.11926149996,715583.3895334575
2014-07-09,574451.409963,4281,102.93,1,-172978.73716450005,506489.8333392149
2014-07-10,498047.54898,2465,103.61,0,-669641.8926043999,518413.0503229181
2014-07-11,535644.182793,4057,101.48,0,-59780.13044700003,649119.0222357098
2014-07-12,756698.7523004999,568,101.54251753155681,1,-60608.357867200044,721388.0943165714
2014-07-13,733653.779849,720,101.66748246844321,1,-184622.81640999997,563047.2439726412
2014-07-14,584867.15114,617,101.73,0,-53659.27776900004,599337.0639985465
2014-07-15,562860.0268329,2329,100.56,0,5568.529306399985,778988.831689969
2014-07-16,621336.4939885,4446,101.88,0,46885.08402549999,492442.3518339743
2014-07-17,498221.7050971,2416,103.84,0,174.15611709997756,557288.0965739625
2014-07-18,547619.0590519,4275,103.83,0,11974.87625890004,633441.2921540507
2014-07-19,728988.226204,759,104.20760589060309,0,-27710.52609649999,732031.9571150559
2014-07-20,776474.1180457,636,104.96239410939691,0,42820.33819669997,556754.2358602161
2014-07-21,600228.430008,592,105.34,0,15361.278868000023,557744.9217139895
2014-07-22,530276.040011,2287,104.59,0,-32583.986821900005,666232.9927851099
2014-07-23,574168.635995,4459,103.81,1,-47167.85799349996,461209.5251930747
2014-07-24,484618.8170115,2425,102.76,1,-13602.888085599989,573220.9761640996
2014-07-25,579767.285128,4395,105.23,1,32148.226076099905,664080.5479261845
2014-07-26,688919.5500267,673,105.34253155680224,0,-40068.67617729993,716039.3077985278
2014-07-27,747307.86662,605,105.56746844319777,0,-29166.25142570003,496650.59926498926
2014-07-28,583936.68549,557,105.68,0,-16291.74451800005,482351.32930823416
2014-07-29,524743.3250017,2207,104.91,0,-5532.715009300038,398060.1797253159
2014-07-30,578056.965281,4640,104.29,0,3888.329285999993,490543.15898502525
2014-07-31,532423.558194,2319,98.23,0,47804.74118250003,473953.43581653247
2014-08-01,506826.7949305,4407,97.86,0,-72940.49019749998,590975.5242952963
2014-08-02,626533.637869,506,97.96002805049089,0,-62385.91215770005,655308.386562462
2014-08-03,625898.205888,453,98.15997194950913,0,-121409.66073200002,420097.797544313
2014-08-04,471173.304022,402,98.26,0,-112763.38146799995,343303.03689237766
2014-08-05,417197.476176,395,97.34,1,-107545.84882569994,396822.6037938239
2014-08-06,402914.370941,515,96.93,0,-175142.59434,447786.9727572
2014-08-07,359701.53298899997,2310,97.34,0,-172722.02520500007,498216.9545177748
2014-08-08,397759.9389829,4308,97.61,0,-109066.85594759998,524432.5462740337
2014-08-09,496192.787084,574,97.73003366058906,0,-130340.85078499996,567430.552229898
2014-08-10,509681.7650025,612,97.96996633941093,1,-116216.4408855,463494.3629815226
2014-08-11,409544.575013,530,98.09,0,-61628.729009,401505.879542696
2014-08-12,353898.211991,488,97.36,0,-63299.26418500004,404836.39016118663
2014-08-13,372116.544964,623,97.57,0,-30797.825977,425360.5858877305
2014-08-14,340740.8170565,2331,95.54,0,-18960.715932499967,441276.6317213095
2014-08-15,402631.8400593,4456,97.3,1,4871.901076400012,566951.8487766858
2014-08-16,533996.15517,578,97.08493969144459,0,37803.36808600003,635893.0596367903
2014-08-17,564443.173007,559,96.6550603085554,0,54761.40800450003,421549.70197334304
2014-08-18,433042.298907,514,96.44,0,23497.723893999995,352594.520549192
2014-08-19,379329.9530773,512,94.35,0,25431.741086299997,396490.12430472486
2014-08-20,398126.790988,582,96.4,0,26010.246023999993,388979.0123607436
2014-08-21,355108.8749955,2412,93.97,0,14368.05793900002,391213.8692443791
2014-08-22,388359.8983235,4479,93.61,0,-14271.941735800006,539231.817966037
2014-08-23,499678.208204,649,94.05512482468444,0,-34317.94696600002,580304.6118253901
2014-08-24,528990.5611087,680,94.94487517531556,1,-35452.611898300005,526593.0992102176
2014-08-25,412250.075007,591,95.39,0,-20792.223899999983,657727.7189391634
2014-08-26,355053.9079745,516,95.78,0,-24276.04510280001,770129.8851162748
2014-08-27,366321.498077,623,95.82,0,-31805.292910999968,513142.90639788937
2014-08-28,327912.427,2175,96.44,0,-27196.4479955,527616.863853356
2014-08-29,403288.917062,4268,97.86,0,14929.018738500017,699918.9485355944
2014-08-30,586373.694132,437,97.03635870581634,0,86695.48592799995,795356.0318000274
2014-08-31,660088.183052,455,95.39,0,131097.6219433,794045.3989253604
2014-09-01,812526.219024,633,93.74364129418365,0,400276.144017,673910.2813935316
2014-09-02,717351.552768,2300,92.92,0,362297.6447935001,697035.3205689886
2014-09-03,726683.8617375,4724,95.5,0,360362.3636604999,418074.90484371514
2014-09-04,551340.0774347,2657,94.51,0,223427.65043469996,551469.4996458124
2014-09-05,603043.241921,4802,93.32,0,199754.32485899993,732490.3451746091
2014-09-06,870139.4459765,959,93.14995231416549,0,283765.7518445001,823589.756013107
2014-09-07,997964.077948,942,92.81004768583449,0,337875.89489600004,677074.2841251171
2014-09-08,648651.744928,802,92.64,0,-163874.47409599996,590157.4156229623
2014-09-09,562420.568002,2511,92.73,0,-154930.98476600007,686711.2045977896
2014-09-10,612987.4722337,4874,91.71,0,-113696.38950379996,460382.32644076017
2014-09-11,483462.953022,2737,92.89,0,-67877.12441270001,537258.9069656751
2014-09-12,564382.847851,4727,92.18,0,-38660.39406999992,726656.0833192415
2014-09-13,795802.238124,1018,92.35004768583451,0,-74337.20785250003,844587.0262831241
2014-09-14,896501.5622945,1020,92.68995231416551,0,-101462.5156535001,670989.9435769325
2014-09-15,630710.5728885,870,92.86,0,-17941.172039499972,603791.1585631872
2014-09-16,608239.973016,2647,94.91,0,45819.40501400002,636588.171652679
2014-09-17,617472.3442115,4999,94.33,0,4484.871977800038,432776.8002898112
2014-09-18,479500.843061,2683,93.07,0,-3962.10996099998,516385.7133506363
2014-09-19,550213.093909,4614,92.43,0,-14169.753941999981,724476.5555853937
2014-09-20,808490.763077,898,92.18743197755961,0,12688.524953000015,890407.2973165119
2014-09-21,901420.451004,975,91.70256802244039,0,4918.888709500083,604278.3911441021
2014-09-22,589120.293928,798,91.46,0,-41590.27896050003,576614.0451379098
2014-09-23,559954.304399,2593,91.55,0,-48285.66861699999,657706.7253834337
2014-09-24,598183.114508,4837,93.6,0,-19289.229703500052,552170.3598971178
2014-09-25,466867.377076,2489,93.59,0,-12633.465985000017,624712.2088895153
2014-09-26,515474.223943,4319,95.55,0,-34738.86996600003,844403.3945133993
2014-09-27,781202.367982,632,95.29492847124824,0,-27288.395095000044,894969.5247317508
2014-09-28,886531.789814,739,94.78507152875174,1,-14888.661190000013,704660.7315542735
2014-09-29,586682.822002,582,94.53,0,-2437.4719260000857,704692.2390286555
2014-09-30,599093.9157257,2278,91.17,0,39139.61132669996,694394.4018410735
2014-10-01,784500.253914,4804,90.74,0,186317.13940600003,558891.4504947675
2014-10-02,634306.519052,2616,91.02,0,167439.14197600004,620796.618701867
2014-10-03,675639.295098,4482,89.76,0,160165.07115499995,827313.536534345
2014-10-04,931317.51302,735,89.90253997194951,0,150115.14503799996,855196.1077198763
2014-10-05,985466.962071,658,90.1874600280505,0,98935.172257,625378.2526341152
2014-10-06,641480.757266,606,90.33,0,54797.93526400009,558738.9238270188
2014-10-07,586410.2709706,2353,88.89,1,-12683.644755100016,690054.0871937798
2014-10-08,620201.323059,4784,87.29,0,-164298.93085500004,485980.6664421762
2014-10-09,510519.923104,2450,85.76,1,-123786.59594800003,612098.4201723374
2014-10-10,702470.317955,4569,85.87,1,26831.022857000004,781820.8923356269
2014-10-11,748309.153739,564,85.8349901823282,0,-183008.35928099998,882896.2205929374
2014-10-12,843971.132714,648,85.76500981767181,0,-141495.82935700007,650630.4842793187
2014-10-13,611726.926015,565,85.73,0,-29753.831251000054,589874.7980069917
2014-10-14,550589.573294,2357,81.72,0,-35820.69767659996,663339.5448838632
2014-10-15,624797.469491,4945,81.82,0,4596.146432000096,481405.0203709481
2014-10-16,538252.607117,2557,82.33,0,27732.68401300005,580963.3495794525
2014-10-17,558538.135999,4551,82.8,0,-143932.18195599993,790675.6464794171
2014-10-18,820840.970792,769,82.78999719495091,0,72531.81705299998,885869.5779082812
2014-10-19,935410.595877,769,82.77000280504909,0,91439.46316300007,620550.3067182592
2014-10-20,624629.990941,609,82.76,0,12903.06492600008,551998.231038712
2014-10-21,542207.165266,2086,83.25,0,-8382.408028000034,628726.027619259
2014-10-22,584926.355993,4755,80.52,0,-39871.11349800008,459307.95145739074
2014-10-23,492233.2322,2526,82.81,0,-46019.37491700001,545958.7646958551
2014-10-24,528403.680064,4477,81.27,0,-30134.455935000093,795000.3425033183
2014-10-25,758926.230707,1003,81.26749929873773,0,-61914.74008499994,996196.7165804482
2014-10-26,892128.498949,1020,81.26250070126228,0,-43282.096927999984,596835.3005736958
2014-10-27,572806.6319285,583,81.26,0,-51823.359012500034,676966.3184216297
2014-10-28,512678.811505,2327,81.36,0,-29528.353760999977,684843.1803217354
2014-10-29,560819.6780005,4953,82.25,0,-24106.677992500016,710900.8572936562
2014-10-30,459715.26616,2357,81.06,0,-32517.96604000003,595346.6121418229
2014-10-31,561876.0719155,4421,80.53,0,33472.391851500026,826479.021666772
2014-11-01,873539.2478855,975,80.0898765778401,0,114613.01717849995,815350.081058675
2014-11-02,709851.4922288,944,79.21012342215988,1,-182277.00672020006,833641.4784140389
2014-11-03,973192.041735,690,78.77,1,400385.40980649996,639050.671065867
2014-11-04,702751.953595,2373,77.15,0,190073.14208999998,682056.7127454755
2014-11-05,718799.9390395,4858,78.71,0,157980.261039,398992.43695435906
2014-11-06,566118.381055,2519,77.87,1,106403.114895,573978.825734454
2014-11-07,585330.25773,4392,78.71,1,23454.18581449997,821715.3762432849
2014-11-08,816064.644983,861,78.38991023842918,0,-57474.60290249996,873203.1051023541
2014-11-09,941478.422301,956,77.75008976157083,0,231626.93007220002,683120.2678503952
2014-11-10,593376.793073,540,77.43,1,-379815.24866199994,572919.8994354605
2014-11-11,552505.750307,2362,77.85,1,-150246.20328799996,646083.2872117416
2014-11-12,588093.484021,4810,77.16,1,-130706.45501849998,481461.60867181
2014-11-13,468057.386823,2503,74.13,0,-98060.99423200003,572593.1063945809
2014-11-14,553007.970965,4434,75.91,0,-32322.286764999968,809750.9471314043
2014-11-15,786124.201177,1184,75.84248106591865,0,-29940.443806000054,892929.5735611265
2014-11-16,956619.401927,1058,75.70751893408134,0,15140.979626000044,650528.8637704948
2014-11-17,620876.340058,754,75.64,0,27499.546984999906,569324.6555549509
2014-11-18,553367.204141,2663,74.55,0,861.4538340000436,618213.5453127369
2014-11-19,580234.0113007,5147,74.55,0,-7859.472720299964,509712.8085950484
2014-11-20,511855.7610447,2824,75.63,0,43798.37422170001,651825.925164573
2014-11-21,567978.732759,4573,76.52,0,14970.76179400005,782459.1490449097
2014-11-22,763720.148593,868,76.32494530154277,0,-22404.05258399993,923740.1910382726
2014-11-23,907432.656994,973,75.93505469845722,0,-49186.74493300007,806166.3189432769
2014-11-24,610847.95702,710,75.74,0,-10028.38303799997,676194.5955746217
2014-11-25,541225.608011,2544,74.04,0,-12141.596130000078,713655.0387763013
2014-11-26,579125.306002,5021,73.7,0,-1108.7052987000206,586411.9460477133
2014-11-27,475823.897052,2774,69.82000000000001,0,-36031.863992700004,683553.6931685696
2014-11-28,559619.825094,4654,65.94,1,-8358.907665000064,914425.4358523103
2014-11-29,850925.105136,994,66.70021318373071,0,87204.95654299995,950222.1237393202
2014-11-30,1023691.281592,1076,68.21978681626929,0,116258.62459800008,791808.5738963061
2014-12-01,817413.561974,1423,68.98,1,206565.60495399998,678669.8330369198
2014-12-02,735319.1840285,3045,66.99,0,194093.57601750002,738109.5285412257
2014-12-03,715127.614539,5359,67.3,0,136002.30853699998,584255.7205469063
2014-12-04,578961.517004,3216,66.73,0,103137.61995200004,620032.2846124737
2014-12-05,635445.153317,4849,65.89,1,75825.32822300005,880291.7615788914
2014-12-06,829386.70612,1151,65.19980645161291,1,-21538.39901599998,1017941.8665865541
2014-12-07,1013889.8074,1165,63.8201935483871,0,-9801.474191999994,749733.6249082971
2014-12-08,790283.289992,922,63.13,1,-27130.271981999977,705276.2604152212
2014-12-09,665123.962957,2992,63.74,0,-70195.22107149998,771822.4287041363
2014-12-10,732121.033873,5562,60.99,0,16993.419333999977,657321.8149141986
2014-12-11,580542.178879,3159,60.01,0,1580.6618749999907,706317.0274618728
2014-12-12,642760.387245,4853,57.81,0,7315.233927999972,1006545.4292383615
2014-12-13,854830.905829,1261,57.347370266479665,0,25444.199709000066,1112739.9391222233
2014-12-14,999106.1325775,1410,56.42262973352034,0,-14783.674822500092,928699.9167786239
2014-12-15,790182.945791,1025,55.96,0,-100.34420099994168,1255270.85283913
2014-12-16,799067.056179,2973,55.97,0,133943.09322199994,1073959.4570221389
2014-12-17,779966.499188,5290,56.43,0,47845.46531500004,1362346.2739895033
2014-12-18,731938.479893,3179,54.18,0,151396.30101399997,636722.6646901226
2014-12-19,757349.3758179,4940,56.91,0,114588.98857290007,1147552.1762786366
2014-12-20,935555.52434,1534,56.49488359046283,1,80724.61851099995,1047870.980649328
2014-12-21,1056605.2012285,1579,55.66511640953716,1,57499.068651000154,1068289.7708267625
2014-12-22,2016286.6920386,3164,55.25,1,1226103.7462476,879599.7044522887
2014-12-23,1064977.9730725,3365,56.78,1,265910.9168935,472080.53498941846
2014-12-24,965982.871715,5828,55.7,1,186016.37252700003,715187.0468798095
2014-12-26,1744196.91359,11428,54.59,1,1012258.433697,417931.0576331148
2014-12-27,740596.158932,1747,54.30742075736326,0,-16753.21688590001,744996.2955939259
